Chrom	Start	End	Name
chr19	2511217	2702746	NM_052847
chr19	2164147	2232577	NM_032482
chr19	2997635	3047633	NM_001144761
chr19	2997635	3029612	NM_001144762
chr19	2997635	3029165	NM_003260
chr19	2997635	3029199	NM_001300846
chr19	3359560	3469215	NM_205843
chr19	4045215	4066816	NM_015898
chr19	3224701	3297073	NM_001172673
chr19	3630178	3700477	NM_001195733
chr19	3366564	3469215	NM_001245002
chr19	3366564	3469215	NM_005597
chr19	3630178	3700477	NM_012398
chr19	3366564	3469215	NM_001245004
chr19	3777966	3801810	NM_002378
chr19	3224700	3297073	NM_021938
chr19	3225482	3297073	NR_033342
chr19	3359560	3469215	NM_001245005
chr19	3636598	3700490	NM_001300849
chr19	4445002	4457791	NM_025241
chr19	4969123	5153608	NM_015015
chr19	4838345	4867780	NM_001164194
chr19	4838345	4867780	NM_001164189
chr19	4675243	4723855	NM_139159
chr19	4324039	4338847	NM_017720
chr19	4838345	4867780	NM_005817
chr19	4324039	4338847	NM_001013841
chr19	5623045	5668489	NM_001201340
chr19	5720687	5778742	NM_152784
chr19	5894680	5904024	NM_175614
chr19	5993174	6110664	NM_134433
chr19	5993174	6110664	NM_000635
chr19	6135643	6193114	NM_030924
chr19	5623045	5668489	NM_002967
chr19	5623045	5668489	NR_037699
chr19	5623045	5668489	NM_001201339
chr19	5623045	5668489	NM_001201338
chr19	6135643	6193114	NM_001289180
chr19	5891286	5904024	NM_001193375
chr19	6135643	6193114	NM_001289179
chr19	5894680	5904024	NR_034166
chr19	6135643	6193114	NM_001289177
chr19	6135643	6193114	NM_001289178
chr19	6772678	6857377	NM_005428
chr19	6772678	6857377	NM_001258206
chr19	7069470	7087978	NM_024341
chr19	6413118	6424822	NM_003685
chr19	6772678	6857377	NM_001258207
chr19	7069470	7087978	NM_001044388
chr19	7069470	7087978	NM_001044387
chr19	6677845	6720662	NM_000064
chr19	7112265	7294011	NM_000208
chr19	7112265	7294011	NM_001079817
chr19	7599635	7626653	NM_001166113
chr19	7459998	7537371	NM_015318
chr19	8117645	8127547	NM_001201359
chr19	7599590	7626653	NM_001166111
chr19	7599127	7626653	NM_001166112
chr19	7991602	8008708	NM_006351
chr19	7599037	7626653	NM_006702
chr19	7600588	7626653	NM_001166114
chr19	8117645	8127547	NM_005624
chr19	8645123	8675620	NM_030957
chr19	8645123	8657080	NM_001282352
chr19	8509802	8554002	NM_005968
chr19	8959519	9092018	NM_024690
chr19	8509802	8554002	NM_031203
chr19	8509711	8554002	NM_001297418
chr19	10216898	10226064	NM_001198690
chr19	10222196	10226064	NM_002566
chr19	10216898	10226064	NM_001040664
chr19	10070236	10121147	NM_015719
chr19	11071807	11172958	NM_001128849
chr19	11094827	11172958	NM_001128848
chr19	10713120	10755235	NM_001145056
chr19	11071597	11172958	NM_003072
chr19	11094827	11172958	NM_001128845
chr19	11094827	11172958	NM_001128847
chr19	10828728	10942586	NM_004945
chr19	10736170	10755235	NM_020428
chr19	10828728	10942586	NM_001190716
chr19	11094827	11172958	NM_001128846
chr19	11071597	11172958	NM_001128844
chr19	10828728	10942586	NM_001005360
chr19	10828728	10942586	NM_001005362
chr19	10828728	10942586	NM_001005361
chr19	10982252	11033448	NM_199141
chr19	11925106	11946016	NM_152357
chr19	12035882	12061588	NM_001271848
chr19	12035882	12061588	NM_144566
chr19	11663857	11670051	NM_032377
chr19	11784812	11797384	NR_028594
chr19	13317255	13617274	NM_001127222
chr19	12949258	12985766	NM_014975
chr19	13317255	13617274	NM_001127221
chr19	13229101	13251961	NM_052876
chr19	13317255	13617274	NM_000068
chr19	12686919	12721623	NM_020714
chr19	13317255	13617274	NM_023035
chr19	13317255	13617274	NM_001174080
chr19	12841453	12845529	NM_024038
chr19	13106583	13209610	NM_002501
chr19	14016955	14041693	NM_017721
chr19	14258548	14316997	NM_014921
chr19	14142551	14163717	NM_004843
chr19	14544165	14582679	NM_002741
chr19	14258548	14316997	NM_001008701
chr19	14800869	14831772	NM_032433
chr19	15464331	15490612	NM_005858
chr19	15072124	15090547	NM_001272088
chr19	15072124	15090547	NM_001272087
chr19	15060844	15083730	NM_005071
chr19	15060844	15121455	NR_073589
chr19	14800851	14844558	NM_001300912
chr19	16511441	16582823	NM_001258376
chr19	16472388	16582823	NM_001258375
chr19	16472388	16582823	NM_021235
chr19	16628699	16653263	NM_006387
chr19	16466054	16582823	NR_047665
chr19	16244837	16269384	NM_032855
chr19	16472388	16582823	NR_047666
chr19	16244837	16269384	NM_001291274
chr19	16466054	16582823	NM_001258374
chr19	16244837	16265472	NR_111904
chr19	16244837	16269384	NR_111903
chr19	15988833	16008930	NM_001082
chr19	16830786	16928774	NM_001007525
chr19	17160570	17186343	NM_033417
chr19	17420336	17434106	NM_024050
chr19	17186590	17324104	NM_004145
chr19	17186590	17324104	NM_001130065
chr19	17003761	17137625	NM_015692
chr19	17160570	17186343	NM_001011699
chr19	16830786	16928774	NM_001290355
chr19	18062110	18109930	NM_002248
chr19	17935592	17958841	NM_000215
chr19	18318770	18359010	NM_000923
chr19	18553472	18632937	NM_006532
chr19	18208602	18262499	NM_015016
chr19	18979354	19006953	NM_021267
chr19	18979354	19006953	NM_001492
chr19	19496641	19619741	NM_017660
chr19	19256375	19303400	NM_005919
chr19	19256375	19281098	NM_001145785
chr19	19256375	19303400	NR_027308
chr19	19101696	19144380	NM_014884
chr19	18988717	19006953	NM_198207
chr19	18988717	19007536	NM_001290265
chr19	19387321	19431321	NM_172231
chr19	19256375	19303400	NR_027307
chr19	19103176	19144380	NM_001017392
chr19	19778961	19794315	NM_001300949
chr19	19779596	19794315	NM_033204
chr19	20802744	20844402	NM_001076675
chr19	20827508	20844402	NM_145297
chr19	21203425	21242852	NM_025189
chr19	21324839	21368805	NM_133473
chr19	21473962	21512212	NM_021269
chr19	21203425	21242852	NM_001172671
chr19	21473961	21512214	NM_001297561
chr19	21473961	21512241	NM_001297560
chr19	22934984	22966973	NM_001080409
chr19	22148896	22193745	NM_007153
chr19	23835707	23870017	NM_138330
chr19	23945815	24010919	NR_003662
chr19	23197876	23206499	NR_110746
chr19	24216206	24312769	NM_001278677
chr19	24216206	24312769	NM_001278661
chr19	24216206	24312769	NM_001278663
chr19	28926295	29218601	NR_110759
chr19	29777917	30016659	NR_040029
chr19	30863327	31048965	NM_014717
chr19	33369903	33462869	NM_032816
chr19	32896654	32976799	NM_001172774
chr19	32897021	32976799	NM_207325
chr19	33087906	33166102	NM_032139
chr19	34112872	34264414	NM_001127896
chr19	34112860	34264414	NM_001127895
chr19	33877854	34012799	NM_001166056
chr19	33877854	34012799	NM_001166057
chr19	34175433	34264414	NM_022467
chr19	33877854	34012799	NM_000285
chr19	34856031	34893318	NM_001289790
chr19	34855644	34893318	NM_001289789
chr19	34855644	34893318	NM_001184722
chr19	34856031	34893318	NM_000175
chr19	35382932	35389847	NR_046222
chr19	35248978	35264134	NM_001007248
chr19	36041094	36054560	NM_000704
chr19	36545782	36596012	NM_001083961
chr19	36545782	36596012	NM_173636
chr19	37342552	37370477	NM_001242475
chr19	37341777	37370477	NM_001242474
chr19	37342552	37370477	NM_001242476
chr19	36936020	36980463	NM_001145344
chr19	36936020	36980463	NM_001145343
chr19	37341787	37384120	NR_038362
chr19	37034516	37096178	NM_001145649
chr19	37407230	37488834	NM_001204839
chr19	36936020	36980463	NM_001145345
chr19	37341777	37370477	NM_001242472
chr19	37341259	37370477	NM_003419
chr19	36936020	36980337	NM_032838
chr19	37034516	37096178	NM_001145650
chr19	36825354	36870105	NM_020917
chr19	37569381	37620651	NM_144689
chr19	37407230	37488834	NM_001204838
chr19	37071154	37096178	NR_027239
chr19	36825354	36870105	NM_001297619
chr19	36936020	36980804	NM_001300970
chr19	38123388	38146313	NM_014898
chr19	37997840	38034239	NM_001013659
chr19	38397860	38699012	NM_015073
chr19	37862058	37883966	NM_032453
chr19	38924339	39078204	NM_001042723
chr19	39138266	39221171	NM_004924
chr19	39432040	39466453	NM_024907
chr19	39306061	39322497	NM_001398
chr19	38924339	39078204	NM_000540
chr19	39432040	39466453	NR_104026
chr19	39574944	39602128	NM_001004318
chr19	40736223	40791302	NM_001243028
chr19	40736223	40791302	NM_001626
chr19	40736223	40791302	NM_001243027
chr19	40353962	40440533	NM_003890
chr19	39971051	39981528	NM_001001563
chr19	41284123	41314346	NR_037791
chr19	41281441	41302849	NR_037775
chr19	41284123	41302849	NM_016154
chr19	40973125	41082365	NM_020971
chr19	41768380	41813597	NM_144732
chr19	41770226	41813597	NM_007040
chr19	42724491	42732353	NM_133444
chr19	42595979	42636625	NM_001207026
chr19	42590261	42636625	NM_001247994
chr19	42590261	42636625	NM_001207025
chr19	42829760	42882921	NM_001410
chr19	42590261	42636625	NM_002698
chr19	42055885	42093197	NM_001288773
chr19	42829760	42882921	NM_001271938
chr19	43511808	43530631	NM_001113410
chr19	43511808	43530631	NM_203287
chr19	43892762	43922767	NM_031451
chr19	43511808	43530631	NM_002785
chr19	44556163	44572147	NM_013361
chr19	44300078	44306613	NM_001031749
chr19	44300078	44304181	NM_001288763
chr19	44300078	44324808	NM_182573
chr19	44416775	44439411	NM_003425
chr19	44152722	44174498	NM_002659
chr19	44150246	44174498	NM_001005376
chr19	44152722	44174498	NM_001005377
chr19	44152718	44174498	NM_001301037
chr19	45349392	45392485	NM_001042724
chr19	45596430	45650543	NM_019121
chr19	45457841	45496604	NM_001282176
chr19	45458480	45496604	NM_001294
chr19	45349392	45382198	NM_002856
chr19	45458249	45496604	NM_001282175
chr19	46651499	46664561	NM_001135113
chr19	46984044	47104457	NM_001205281
chr19	46268042	46272497	NM_175875
chr19	46393280	46405862	NM_001012643
chr19	46720994	46809806	NR_046936
chr19	46651038	46664561	NM_001002915
chr19	47634079	47713893	NM_005500
chr19	47931278	47975307	NM_015063
chr19	47567446	47617009	NM_015168
chr19	47634079	47713893	NM_001145713
chr19	47421932	47508333	NM_004491
chr19	47634079	47713893	NM_001145714
chr19	47634114	47713893	NR_027280
chr19	47835403	47845272	NM_001271749
chr19	47840261	47845272	NM_018485
chr19	48618701	48673860	NM_000234
chr19	48711342	48759203	NM_001184902
chr19	48885826	48894810	NM_006801
chr19	48741517	48759203	NM_001184904
chr19	49141295	49185502	NR_004401
chr19	48618701	48673860	NM_001289063
chr19	48618701	48673860	NR_110296
chr19	48618701	48673860	NM_001289064
chr19	50194364	50216988	NM_001199753
chr19	50194364	50216988	NM_152359
chr19	50058724	50083829	NM_015953
chr19	49403306	49426540	NM_006184
chr19	50058724	50083829	NM_001270960
chr19	50194364	50216988	NM_001199752
chr19	49661015	49715098	NM_017636
chr19	50194364	50216988	NM_001136052
chr19	49792891	49828474	NM_014037
chr19	49932654	49944808	NM_020309
chr19	49661015	49715098	NM_001195227
chr19	50194364	50216988	NR_108072
chr19	50452249	50464429	NM_052884
chr19	50452249	50464429	NM_001135163
chr19	50706884	50813801	NM_024729
chr19	50706884	50813801	NM_001077186
chr19	50706884	50813801	NM_001145809
chr19	51505768	51512890	NM_012315
chr19	53206065	53233135	NM_030972
chr19	53206065	53238307	NM_001161499
chr19	53073525	53090427	NM_018260
chr19	53073916	53090427	NM_001172655
chr19	53206065	53238307	NM_001161500
chr19	53206065	53238297	NM_001161501
chr19	53341784	53360902	NR_102299
chr19	53341784	53360902	NM_001277120
chr19	53341784	53360902	NR_102301
chr19	53341784	53360902	NR_102300
chr19	53341784	53360902	NM_001008801
chr19	52934666	52955192	NM_001291368
chr19	52934666	52955192	NM_001291369
chr19	52800421	52829180	NM_001297625
chr19	52800421	52829180	NM_001297624
chr19	52800421	52829180	NM_144684
chr19	53738637	53758111	NM_182609
chr19	54385466	54410901	NM_002739
chr19	53868967	53889841	NR_003699
chr19	55043908	55057024	NR_104096
chr19	55043908	55057024	NR_104095
chr19	55434876	55458873	NM_139176
chr19	55434876	55458873	NM_001127255
chr19	54641435	54659446	NM_014516
chr19	55174270	55181810	NM_001278429
chr19	55174270	55181810	NM_001278428
chr19	55174270	55181810	NM_001278427
chr19	55043908	55057024	NR_026716
chr19	55434876	55458873	NM_206828
chr19	55043908	55057024	NR_104097
chr19	55174270	55181810	NM_001278426
chr19	55964345	55973049	NM_024710
chr19	55964345	55973049	NM_001136201
chr19	56347943	56393220	NM_134444
chr19	56459197	56499995	NM_176811
chr19	55964345	55973049	NM_001136202
chr19	56219797	56249768	NM_176820
chr19	55824168	55836708	NR_104071
chr19	55824168	55836708	NM_001085488
chr19	55824168	55836708	NR_104066
chr19	55824168	55836708	NM_001282011
chr19	55692614	55720874	NM_001161440
chr19	55692614	55720874	NM_002842
chr19	56879489	56891196	NR_033418
chr19	56879489	56891196	NR_024055
chr19	56879489	56891196	NR_024057
chr19	56879489	56891196	NR_024056
chr19	56879467	56891196	NR_003127
chr19	57276689	57311014	NR_110744
chr19	58193336	58201169	NM_001270938
chr19	58193336	58201169	NM_138347
chr19	58452200	58459077	NM_005773
chr19	58053203	58071231	NM_001277093
chr19	58053203	58071231	NM_001277092
chr19	58053203	58071231	NM_001277091
chr19	58053203	58071231	NM_001277090
chr19	58193336	58201169	NR_073102
chr19	57791852	57805436	NM_006635
chr19	58838384	58853712	NM_181846
chr19	58978411	58984945	NM_014347
chr19	60950	70966	NR_033266
chr19	76219	77690	NR_026820
chr19	76219	77690	NR_026818
chr19	110678	111596	NM_001005240
chr19	197015	202209	NR_028324
chr19	281039	291169	NM_177543
chr19	362056	376013	NM_016585
chr19	281039	291435	NM_003712
chr19	305574	344791	NM_017550
chr19	281039	291435	NM_177526
chr19	362056	376013	NM_199202
chr19	416582	460996	NM_012435
chr19	405442	409170	NM_001136263
chr19	463345	474983	NM_182577
chr19	496489	505343	NM_130762
chr19	496489	505343	NM_130760
chr19	507496	519654	NM_033513
chr19	617222	633568	NM_005035
chr19	571276	583493	NM_198591
chr19	544033	549920	NM_001258351
chr19	544033	549920	NM_005317
chr19	589892	617159	NM_001194
chr19	572453	583493	NM_001728
chr19	531732	542087	NM_004359
chr19	571276	583493	NM_198590
chr19	572453	583493	NM_198589
chr19	639925	643604	NM_020637
chr19	639894	643703	NM_001300812
chr19	676388	683392	NM_005860
chr19	708952	748330	NM_002579
chr19	751145	764318	NM_173481
chr19	685545	695461	NM_214710
chr19	708952	748330	NM_001040134
chr19	852290	856246	NM_001972
chr19	797391	812327	NM_031991
chr19	812487	821952	NM_024888
chr19	840984	848175	NM_002777
chr19	896502	913225	NM_138774
chr19	813583	813653	NR_036154
chr19	797391	812327	NM_031990
chr19	827830	832017	NM_001700
chr19	804939	805001	NR_039900
chr19	867961	893218	NM_005481
chr19	797391	812327	NM_002819
chr19	812487	821952	NM_001270366
chr19	859664	863610	NM_001928
chr19	893483	893590	NR_125730
chr19	926036	972803	NM_005224
chr19	1009649	1021141	NM_033420
chr19	1026297	1039064	NM_004368
chr19	1000436	1009723	NM_138690
chr19	1026297	1039064	NM_201277
chr19	984327	994569	NM_024100
chr19	1009649	1021141	NM_001033026
chr19	1021520	1021627	NR_125730
chr19	1107632	1174282	NM_014963
chr19	1103924	1106788	NM_002085
chr19	1071219	1087830	NM_001282335
chr19	1086577	1095391	NM_002695
chr19	1076632	1087830	NM_001282334
chr19	1107632	1132273	NM_001100122
chr19	1067164	1087830	NM_012292
chr19	1103924	1106788	NM_001039847
chr19	1065921	1087830	NM_001258328
chr19	1104648	1106788	NM_001039848
chr19	1269266	1273171	NM_001280
chr19	1205797	1228434	NM_000455
chr19	1286152	1301429	NM_001405
chr19	1269266	1274809	NR_023313
chr19	1269266	1274809	NR_023312
chr19	1241748	1244824	NM_001687
chr19	1275519	1279243	NM_017914
chr19	1267469	1270259	NR_027271
chr19	1248551	1259142	NM_177401
chr19	1229946	1237990	NM_152769
chr19	1241748	1244824	NM_001001975
chr19	1269264	1274808	NM_001300815
chr19	1269264	1273171	NM_001300829
chr19	1407567	1435686	NM_018959
chr19	1383882	1395588	NM_024407
chr19	1438362	1440492	NM_001018
chr19	1397024	1401569	NM_000156
chr19	1356322	1378430	NR_024247
chr19	1407567	1435686	NM_170711
chr19	1354975	1378430	NM_032853
chr19	1397809	1401569	NM_138924
chr19	1554667	1568057	NM_203304
chr19	1554667	1568057	NM_001174118
chr19	1450147	1473243	NM_005883
chr19	1481426	1490449	NM_017573
chr19	1524072	1535455	NM_001243079
chr19	1491164	1497924	NM_138393
chr19	1473199	1479228	NM_152482
chr19	1505016	1513188	NM_213604
chr19	1576669	1592760	NM_001281453
chr19	1576669	1592760	NM_001281454
chr19	1609288	1652328	NM_003200
chr19	1609288	1650286	NM_001136139
chr19	1597153	1605483	NM_006830
chr19	1816157	1816237	NR_031730
chr19	1822087	1824542	NR_034114
chr19	1782073	1812236	NM_001178002
chr19	1782073	1812275	NM_138813
chr19	1753661	1775444	NM_001080488
chr19	1782073	1812275	NR_047593
chr19	1876974	1885518	NM_031213
chr19	1905370	1913446	NM_138422
chr19	1852397	1863564	NM_031918
chr19	1952525	1954548	NR_033400
chr19	1905372	1926012	NM_079834
chr19	1876974	1885518	NM_001130111
chr19	2037469	2051243	NM_017572
chr19	2071034	2096269	NM_130807
chr19	1985446	2015702	NM_017797
chr19	2037469	2051243	NM_199054
chr19	2100986	2151556	NM_003938
chr19	2100986	2151556	NM_001261826
chr19	2269484	2273487	NM_004152
chr19	2321519	2328614	NM_016199
chr19	2249112	2252072	NM_000479
chr19	2289773	2308156	NM_001101391
chr19	2328628	2355100	NM_152988
chr19	2274630	2282181	NM_198532
chr19	2236815	2248678	NM_007165
chr19	2233154	2236328	NM_018049
chr19	2252249	2256422	NM_144616
chr19	2328628	2355100	NM_001077238
chr19	2250637	2250717	NR_036207
chr19	2234060	2234148	NR_031596
chr19	2235827	2235925	NR_106847
chr19	2229950	2236352	NM_001300836
chr19	2269484	2273487	NM_001301020
chr19	2476122	2478257	NM_015675
chr19	2434911	2434998	NR_106958
chr19	2425621	2427914	NM_012458
chr19	2389783	2426086	NM_182973
chr19	2428162	2456966	NM_032737
chr19	2714564	2721390	NM_145173
chr19	2732522	2740074	NM_144564
chr19	2734523	2740074	NM_213568
chr19	2841432	2860472	NM_001172775
chr19	2785505	2813599	NM_003249
chr19	2841432	2860472	NM_152791
chr19	2754711	2783354	NM_003021
chr19	2819871	2836733	NM_001102651
chr19	2867332	2878503	NM_024967
chr19	2867332	2878503	NM_001300843
chr19	2977535	2995182	NM_024760
chr19	2977535	2995182	NM_001143986
chr19	2933215	2944969	NM_021217
chr19	2900895	2918474	NM_173480
chr19	3052907	3062371	NM_001130
chr19	3052907	3062371	NM_198970
chr19	3052907	3062964	NM_198969
chr19	3094407	3124000	NM_002067
chr19	3185874	3209573	NM_020170
chr19	3178735	3180330	NM_003775
chr19	3490818	3500621	NM_031304
chr19	3474404	3480540	NM_001136503
chr19	3490818	3500938	NM_001145165
chr19	3522953	3536755	NM_001136197
chr19	3506294	3536755	NM_016263
chr19	3522953	3536755	NM_001136198
chr19	3585568	3593539	NM_133261
chr19	3539154	3544028	NM_001135580
chr19	3610626	3626813	NM_001080543
chr19	3544196	3557582	NM_001287529
chr19	3610642	3626813	NM_021231
chr19	3544196	3557582	NM_174983
chr19	3572942	3579081	NM_006339
chr19	3594503	3606831	NM_001060
chr19	3594503	3606831	NM_201636
chr19	3607244	3613928	NR_038865
chr19	3762664	3767563	NM_172251
chr19	3777966	3786415	NM_139354
chr19	3769088	3772219	NM_032753
chr19	3750770	3761673	NM_004886
chr19	3721696	3750811	NM_001267561
chr19	3777966	3786415	NM_139355
chr19	3708334	3750811	NM_001267560
chr19	3804021	3869027	NM_015174
chr19	3851810	3869027	NM_001145640
chr19	3880617	3928080	NM_033064
chr19	3851803	3869027	NR_027149
chr19	3933100	3942414	NR_110316
chr19	3933100	3942414	NM_170678
chr19	4007748	4038067	NM_015897
chr19	3982504	3982570	NR_002602
chr19	3961411	3961510	NR_030367
chr19	3933100	3942414	NM_001289117
chr19	3976053	3985461	NM_001961
chr19	3958450	3971121	NM_001348
chr19	4153597	4173051	NM_032607
chr19	4174105	4182596	NM_016539
chr19	4174105	4182596	NM_001193285
chr19	4153597	4173051	NM_001271997
chr19	4153597	4173051	NM_001271996
chr19	4153597	4173051	NM_001271995
chr19	4090319	4124126	NM_030662
chr19	4292224	4302428	NM_144615
chr19	4247110	4269085	NM_018074
chr19	4304590	4323843	NM_024333
chr19	4229539	4237524	NM_005755
chr19	4278597	4290720	NM_020209
chr19	4292224	4302428	NM_001169126
chr19	4445002	4455295	NM_001171091
chr19	4402659	4443394	NM_005483
chr19	4360363	4400565	NM_001199943
chr19	4360363	4400565	NM_003025
chr19	4445974	4446045	NR_039901
chr19	4360363	4400415	NM_001199944
chr19	4343523	4360083	NM_001159846
chr19	4343523	4360083	NM_032868
chr19	4343523	4360083	NM_001300862
chr19	4472192	4502232	NM_032631
chr19	4472192	4502232	NM_001001520
chr19	4502191	4517716	NM_001080400
chr19	4522543	4535208	NM_001013706
chr19	4537226	4540036	NM_052972
chr19	4542599	4559771	NM_032108
chr19	4679293	4685960	NM_001242901
chr19	4657556	4670415	NM_019107
chr19	4639526	4655580	NM_152362
chr19	4640028	4655580	NM_001167942
chr19	4791727	4795571	NM_018708
chr19	4815935	4831754	NM_182919
chr19	4769116	4772568	NR_027148
chr19	4770681	4770791	NR_029607
chr19	4910378	4962165	NM_013282
chr19	4903091	4962165	NM_001290050
chr19	4932698	4932752	NR_039902
chr19	4890448	4902879	NM_001080523
chr19	4910104	4962165	NM_001290051
chr19	4910378	4962165	NM_001290052
chr19	4909441	4962165	NM_001048201
chr19	5455425	5456867	NM_181710
chr19	5587009	5622938	NM_014649
chr19	5558177	5568005	NR_027064
chr19	5680775	5688534	NM_198533
chr19	5690271	5691678	NM_033643
chr19	5680775	5688534	NM_198708
chr19	5680775	5688534	NM_198707
chr19	5680775	5688534	NM_198705
chr19	5691844	5720269	NM_004793
chr19	5680775	5688534	NM_001267871
chr19	5691844	5720463	NM_001276480
chr19	5680775	5688534	NM_001267868
chr19	5691844	5720176	NM_001276479
chr19	5690345	5691678	NM_015414
chr19	5678432	5680911	NM_205767
chr19	5691844	5720176	NR_076392
chr19	5680775	5688534	NM_001267870
chr19	5680775	5688534	NM_198704
chr19	5680775	5688534	NM_198706
chr19	5680775	5688534	NM_001267869
chr19	5842898	5851485	NM_001097639
chr19	5842898	5851485	NM_000149
chr19	5830636	5839742	NM_000150
chr19	5865836	5870551	NM_002034
chr19	5785152	5791249	NM_020175
chr19	5842898	5851485	NM_001097641
chr19	5842898	5851485	NM_001097640
chr19	5782970	5784776	NM_001134316
chr19	5785152	5791249	NM_001161619
chr19	5823817	5828335	NM_004558
chr19	5830636	5839742	NM_001040701
chr19	5847477	5858250	NR_110740
chr19	5916151	5978320	NM_007320
chr19	5916151	5978320	NM_003624
chr19	5916151	5978320	NM_007322
chr19	5978413	6020374	NR_046376
chr19	5914192	5916222	NM_080590
chr19	5914192	5916222	NM_004058
chr19	5904851	5910263	NM_001017921
chr19	5916150	5978320	NM_001300865
chr19	6210391	6279959	NM_005934
chr19	6306509	6333640	NM_133492
chr19	6416420	6416522	NR_037505
chr19	6372443	6375261	NM_032306
chr19	6375304	6375860	NM_004158
chr19	6361462	6368915	NM_006012
chr19	6379579	6393291	NM_002096
chr19	6392931	6392994	NR_106848
chr19	6389648	6389714	NR_106945
chr19	6531009	6535939	NM_003811
chr19	6440074	6459781	NM_024103
chr19	6464259	6467230	NM_174881
chr19	6494329	6502595	NM_006087
chr19	6494329	6502859	NM_001289129
chr19	6464259	6467230	NM_139161
chr19	6494329	6502859	NM_001289127
chr19	6494329	6502859	NM_001289123
chr19	6426047	6433790	NM_173637
chr19	6467214	6481819	NM_001290331
chr19	6467214	6481819	NM_024898
chr19	6494329	6502595	NM_001289131
chr19	6494329	6502595	NM_001289130
chr19	6585849	6591163	NM_001252
chr19	6663147	6670599	NM_003807
chr19	6663147	6670599	NM_172014
chr19	6739692	6751537	NM_004240
chr19	6739692	6751537	NM_001288963
chr19	6739692	6751537	NM_001288962
chr19	6752172	6767523	NM_005490
chr19	6729924	6737633	NM_001080452
chr19	6736722	6736789	NR_106849
chr19	6739692	6751537	NR_110231
chr19	6887559	6940464	NM_001256252
chr19	6887559	6940464	NM_001256254
