Chrom	Start	End	Name
chr2	96318168	97631664	NM_001289743
chr2	96318168	97631664	NM_001289742
chr2	97467656	97631664	NM_001289744
chr2	105904637	105965558	NM_028260
chr2	102706437	102778106	NM_011393
chr2	102658682	102790784	NM_001077514
chr2	103804451	103810622	NR_040514
chr2	102706437	102790784	NM_001077515
chr2	113220186	113423560	NR_035479
chr2	115329265	115344280	NR_040516
chr2	120567670	120600722	NM_009222
chr2	119519403	119547627	NM_172857
chr2	122681232	122702663	NM_011774
chr2	120567670	120600722	NM_001177793
chr2	120567670	120600722	NM_001177792
chr2	121545528	121807057	NM_172673
chr2	122681232	122702663	NM_001290993
chr2	132052495	132145108	NM_018824
chr2	127854627	128123892	NM_028765
chr2	128967401	129018563	NM_178404
chr2	131069219	131086765	NM_011426
chr2	130012339	130050399	NM_009374
chr2	134786163	135475258	NM_019677
chr2	136081087	136387967	NM_172858
chr2	134786163	135475258	NM_001145830
chr2	140395429	142390050	NM_001013802
chr2	144599952	144768747	NM_025314
chr2	149830782	150004392	NM_001085521
chr2	143546132	143816282	NM_008792
chr2	145701194	145753672	NR_033220
chr2	155133480	155226855	NM_001243712
chr2	157279097	157326318	NM_019642
chr2	156196646	156309953	NM_172674
chr2	155133480	155226855	NM_008395
chr2	161521987	162661147	NM_001291151
chr2	161521987	162661147	NM_001291150
chr2	165595027	165771727	NM_001271963
chr2	165655297	165771727	NM_010165
chr2	161521987	162661147	NM_021464
chr2	165630344	165771727	NM_001271962
chr2	161521987	162661147	NM_001291149
chr2	169633645	169888504	NM_080455
chr2	173000116	173015739	NM_175112
chr2	178141932	178338492	NM_028806
chr2	178175348	178338492	NM_001177791
chr2	178118974	178338492	NM_001177790
chr2	178118974	178338492	NM_001177789
chr2	181390885	181424388	NM_027656
chr2	178193083	178338492	NM_001007154
chr2	4976121	4985748	NM_026754
chr2	4976121	4985748	NM_001165932
chr2	4559753	4614043	NM_001177844
chr2	4717830	4802146	NM_178663
chr2	4717830	4802146	NM_001190400
chr2	4976121	4985748	NM_001113558
chr2	4400975	4614043	NM_001177843
chr2	5951468	6056703	NM_001081132
chr2	5293456	5676046	NM_001290376
chr2	5293456	5714762	NM_001290374
chr2	5293456	5714762	NM_001290375
chr2	5293456	5714762	NM_177343
chr2	5898059	5942792	NM_001081131
chr2	6352735	6443820	NM_181399
chr2	6322756	6443820	NM_001080548
chr2	6539698	6884996	NM_001110228
chr2	6539698	7081302	NM_001110230
chr2	6539698	7081302	NM_001110229
chr2	6539698	6884996	NM_001160293
chr2	6539698	7081302	NM_001160292
chr2	6539698	6884996	NM_010160
chr2	10080611	10092701	NM_025280
chr2	9914551	10048609	NM_027748
chr2	10153542	10256529	NM_172471
chr2	11172381	11301226	NM_008859
chr2	11642791	11693194	NM_008367
chr2	12106659	12301920	NM_001001309
chr2	13076966	13271415	NM_009105
chr2	12924040	13003453	NM_008961
chr2	13276337	13491876	NM_001081084
chr2	13654935	13793520	NM_145838
chr2	14229413	14332023	NM_008625
chr2	14388397	14494977	NM_001012305
chr2	14824091	14987908	NM_001252533
chr2	15055361	15079191	NM_029466
chr2	14873655	14987908	NR_045533
chr2	16356303	16755839	NM_026162
chr2	17346733	17731068	NM_028757
chr2	18699021	18749605	NM_001001334
chr2	18213750	18392830	NM_007869
chr2	18206332	18392830	NM_001190817
chr2	18064584	18212390	NM_001252561
chr2	18064584	18212390	NM_001252560
chr2	18055236	18212390	NM_010804
chr2	18064584	18212390	NR_045539
chr2	18064584	18212390	NR_045538
chr2	18742708	18760862	NR_126079
chr2	19199117	19310243	NM_001271565
chr2	19462836	19553910	NM_027600
chr2	19199117	19310243	NM_001271563
chr2	19199117	19310243	NM_001081083
chr2	19199117	19310243	NM_001271564
chr2	20519512	20810535	NM_001177630
chr2	20519512	20810535	NM_001177631
chr2	20289912	20810535	NM_001081006
chr2	20510046	20810535	NM_029895
chr2	20510046	20810535	NM_178059
chr2	21367566	21830542	NM_001004761
chr2	22622326	22693877	NM_008078
chr2	22774326	22875653	NM_019456
chr2	22227502	22423370	NM_148413
chr2	22895521	22940259	NM_019501
chr2	23321245	23401973	NM_008752
chr2	24603888	24763152	NM_001042528
chr2	24790768	24919609	NM_172545
chr2	24790768	24919609	NM_001109686
chr2	24976032	25054072	NM_146251
chr2	24603888	24763152	NM_007579
chr2	24790768	24919609	NM_001109687
chr2	24790768	24919609	NM_001012518
chr2	25291219	25298928	NM_001242940
chr2	25557899	25562082	NM_021519
chr2	25926837	25983282	NM_001276359
chr2	26055535	26092396	NM_001037098
chr2	25291176	25319187	NM_008169
chr2	25291176	25319187	NM_001177657
chr2	25926837	25983282	NM_001276361
chr2	25926837	25983282	NM_001276360
chr2	26055535	26122811	NM_026495
chr2	25291176	25319187	NM_001177656
chr2	26315532	26348237	NM_153410
chr2	26315532	26348237	NM_001199146
chr2	27110378	27142477	NM_175427
chr2	26457901	26503822	NM_008714
chr2	26319769	26348237	NM_001199147
chr2	26973415	27009625	NM_001290463
chr2	26973415	27009625	NM_001001322
chr2	27515146	27536538	NM_080848
chr2	27263634	27426825	NM_009500
chr2	27886424	28039510	NM_015734
chr2	28566244	28583279	NM_148928
chr2	28566244	28583279	NM_001290484
chr2	28700160	28813165	NM_001033874
chr2	29194820	29248040	NM_133501
chr2	29194820	29248040	NM_133500
chr2	28955480	29055066	NM_001166705
chr2	28822299	28840360	NM_001166033
chr2	28822299	28840360	NM_172977
chr2	30266202	30282149	NM_172267
chr2	29378513	29524790	NM_001290489
chr2	29619719	29740363	NM_054050
chr2	29965559	30031450	NM_001177668
chr2	30266720	30282149	NM_001281829
chr2	30133870	30152013	NM_146252
chr2	29619719	29740363	NM_001039087
chr2	30266818	30282149	NM_001252571
chr2	30266202	30282149	NM_001252568
chr2	29619719	29740363	NM_001039086
chr2	30266818	30282149	NM_001252570
chr2	29965559	30031450	NM_001076554
chr2	29965559	30031450	NM_001177667
chr2	31053234	31142008	NM_019406
chr2	30795562	30803664	NR_028487
chr2	30795562	30803664	NR_028486
chr2	31026205	31096500	NM_001177650
chr2	31026205	31142008	NM_001177649
chr2	31152315	31216567	NM_178760
chr2	31026205	31142008	NM_001177648
chr2	31026205	31142008	NM_001038700
chr2	32363197	32378313	NM_001252537
chr2	32363009	32378313	NM_001252536
chr2	32363197	32378313	NM_001252534
chr2	32363009	32378313	NM_001252538
chr2	31688536	31804362	NM_001112703
chr2	31688536	31804362	NM_001283046
chr2	31688536	31804362	NM_001283047
chr2	31974449	32053975	NM_172268
chr2	32236682	32255005	NM_145145
chr2	32363197	32378313	NM_028412
chr2	31572650	31617526	NM_001290548
chr2	31572650	31617526	NM_001033389
chr2	33133418	33371494	NM_001290572
chr2	32762176	32775339	NM_001290567
chr2	32757025	32775633	NM_001290563
chr2	33133418	33371494	NM_175211
chr2	33406107	33431324	NM_001085507
chr2	32762176	32775339	NM_001290566
chr2	33406107	33431324	NM_001276332
chr2	32986365	33087204	NM_178888
chr2	32762176	32775633	NM_177384
chr2	33133418	33371494	NM_001290570
chr2	32876133	32925253	NM_146119
chr2	32762176	32775339	NM_001290564
chr2	33729955	33887946	NM_175184
chr2	34171456	34372045	NM_016768
chr2	34171456	34372045	NM_001290576
chr2	34983330	35061441	NM_010406
chr2	34852088	34870962	NM_080554
chr2	35375561	35397174	NM_001272040
chr2	34676982	34755232	NM_025709
chr2	35109491	35178822	NM_012018
chr2	35256358	35307902	NM_001206367
chr2	35375561	35397174	NM_001080709
chr2	35256358	35307902	NM_001206368
chr2	36136397	36190283	NM_026422
chr2	35751225	35979624	NM_029774
chr2	36568599	36569529	NM_146628
chr2	36036333	36049292	NM_026703
chr2	37350073	37359332	NM_026176
chr2	37569867	37647285	NM_009261
chr2	37443284	37566437	NM_146121
chr2	37452253	37544962	NM_001033960
chr2	37798989	38287384	NM_146122
chr2	38511875	38587490	NM_001159631
chr2	38511696	38587490	NM_021606
chr2	39016155	39065541	NM_029793
chr2	39066214	39190730	NM_178778
chr2	39016155	39065541	NM_001290649
chr2	39016155	39065541	NR_110968
chr2	43555324	43680216	NM_001289593
chr2	43555324	43683048	NM_027552
chr2	44564411	44861622	NM_172662
chr2	48814108	48903264	NM_007396
chr2	50066428	50193569	NR_033304
chr2	49451485	49551609	NM_172663
chr2	49619313	49774778	NM_008449
chr2	49787685	49948846	NM_027990
chr2	50066428	50193569	NM_177139
chr2	51241830	51295945	NR_040636
chr2	52136646	52338798	NM_010889
chr2	52291001	52315240	NR_040620
chr2	52857867	53134202	NM_172409
chr2	53192083	53219221	NM_022989
chr2	57127476	57181754	NR_040356
chr2	57237677	57370719	NM_001145820
chr2	57238381	57370719	NM_010274
chr2	58446437	58566828	NM_001110204
chr2	58267452	58357758	NM_001111030
chr2	58446437	58566828	NM_001110205
chr2	58446437	58566828	NM_007394
chr2	59160849	59355205	NM_175464
chr2	58821697	59018606	NM_001001178
chr2	59160849	59355205	NM_026361
chr2	60598291	60722603	NM_001159564
chr2	60417542	60553308	NM_008867
chr2	59899362	60125740	NM_001001182
chr2	61593096	61654169	NM_001164072
chr2	61593096	61654169	NM_001164071
chr2	61578585	61654169	NM_011529
chr2	61711693	61800376	NM_021526
chr2	62330072	62412231	NM_010074
chr2	62046514	62326743	NM_001242381
chr2	62046514	62326743	NM_001242379
chr2	62046514	62326743	NM_001242382
chr2	62500935	62574021	NM_007986
chr2	62046514	62326743	NM_033552
chr2	62333222	62412231	NM_001159543
chr2	62046514	62326743	NM_001242380
chr2	62046514	62326743	NM_001242383
chr2	62046514	62326743	NM_001242378
chr2	63971507	64098038	NM_021716
chr2	63971507	64098038	NM_001267847
chr2	63971507	64098038	NM_001267846
chr2	65845766	66031546	NM_178634
chr2	65457117	65567492	NM_018732
chr2	65845766	66031546	NM_153409
chr2	65845766	66031546	NM_001290666
chr2	65088338	65238626	NM_027225
chr2	65088338	65238626	NM_177025
chr2	66184326	66256617	NM_001047604
chr2	66270781	66440837	NM_018733
chr2	66480080	66634962	NM_001290674
chr2	66184326	66256617	NM_001290669
chr2	66440879	66547472	NR_033495
chr2	66480080	66634962	NM_001290675
chr2	66673425	66784910	NM_009135
chr2	67446001	67526606	NM_001024618
chr2	67446001	67526604	NM_001083919
chr2	68210446	68471981	NM_016866
chr2	68861556	69111290	NM_172856
chr2	68657883	68748465	NM_183113
chr2	69238281	69342616	NM_021022
chr2	69897245	70024013	NM_001081548
chr2	69897245	70024010	NM_177783
chr2	69424334	69586067	NM_001081088
chr2	69897245	70024010	NM_001303033
chr2	69723087	69754059	NM_001081086
chr2	70964561	71055606	NM_145524
chr2	70712407	70825480	NM_172664
chr2	70508818	70540884	NM_025744
chr2	70489939	70563357	NR_040496
chr2	71389259	71441622	NM_026115
chr2	71786938	71858427	NM_008397
chr2	72054616	72257474	NM_001204166
chr2	71981214	72257474	NM_001204165
chr2	71981214	72144454	NM_001204167
chr2	71981214	72257474	NM_019688
chr2	71786938	71858427	NM_001277970
chr2	73092800	73214447	NM_025942
chr2	72476218	72486890	NM_025866
chr2	73137526	73214447	NM_030091
chr2	73610659	73775346	NM_001166603
chr2	73610659	73775346	NM_001113246
chr2	74825811	74876748	NM_016804
chr2	74710043	74716130	NR_027899
chr2	75991131	76338653	NM_001081033
chr2	75832176	75931350	NM_172666
chr2	77009905	77170635	NM_001025576
chr2	77462643	77480938	NR_040368
chr2	77410626	77519666	NM_001113400
chr2	76675314	76697335	NM_031256
chr2	76703983	76982547	NM_011652
chr2	77180339	77280592	NM_175465
chr2	76703983	76982547	NM_028004
chr2	78051176	78194430	NR_108098
chr2	78237546	78302230	NM_177843
chr2	79255425	79333114	NM_010576
chr2	78869046	78920583	NM_009454
chr2	80315465	80354055	NM_024181
chr2	79834452	80128971	NM_016744
chr2	79834452	80129412	NM_001159582
chr2	82053657	82259878	NM_175513
chr2	83724396	83806917	NM_008402
chr2	84330626	84425266	NM_018782
chr2	84798827	84810003	NM_019949
chr2	84671310	84678174	NM_001290751
chr2	84671310	84678828	NM_025868
chr2	85050459	85073048	NM_001081260
chr2	87949189	87950265	NM_146817
chr2	90677214	90736328	NM_021512
chr2	90940396	91019497	NM_001244903
chr2	90940396	91019497	NM_001244891
chr2	90940396	91019497	NM_017368
chr2	90940396	91019497	NM_198683
chr2	90432888	90580647	NM_008982
chr2	90429755	90479174	NM_001135657
chr2	91546321	91620665	NM_029437
chr2	91982327	92024170	NM_011957
chr2	91457530	91513901	NM_172668
chr2	91730137	91918849	NM_001080754
chr2	91546321	91620665	NM_001165989
chr2	91730137	91918849	NM_172669
chr2	91277827	91444642	NM_175123
chr2	93187583	93201757	NM_001025246
chr2	92403646	92434069	NM_009963
chr2	92915100	92956051	NM_030725
chr2	93695630	93822568	NM_010163
chr2	93833466	93849943	NM_001290782
chr2	93419101	93462950	NM_001136055
chr2	93419101	93461851	NM_001271461
chr2	93419101	93462502	NM_001271432
chr2	93419101	93462950	NM_001271431
chr2	94032696	94157909	NM_019657
chr2	93419101	93462502	NM_001271430
chr2	93833466	93849799	NM_183220
chr2	93419101	93462502	NM_007656
chr2	93452818	93456721	NR_040533
chr2	93452818	93469874	NR_040532
chr2	101560780	101628986	NM_026592
chr2	102550020	102643040	NM_173749
chr2	102300118	102400900	NM_020267
chr2	101950200	102186460	NM_001290784
chr2	101950200	102186460	NM_178886
chr2	102811141	102901665	NM_001039150
chr2	103263432	103303196	NM_007914
chr2	102811141	102901665	NM_001177785
chr2	103412097	103450988	NM_001145813
chr2	102811141	102901665	NM_001177786
chr2	103566309	103718423	NM_178890
chr2	102811141	102901665	NM_009851
chr2	102811141	102901665	NM_001039151
chr2	103021056	103073513	NM_175094
chr2	102811141	102901665	NM_001177787
chr2	104426481	104494489	NM_001145824
chr2	104590483	104609429	NM_001037326
chr2	104590483	104665425	NM_145529
chr2	104590483	104611406	NM_177253
chr2	104721786	104742801	NM_144804
chr2	104143074	104410334	NM_001033347
chr2	104426481	104494489	NM_010434
chr2	104071009	104084957	NM_181858
chr2	104886323	104999737	NM_177600
chr2	105700108	105904500	NM_023876
chr2	105224341	105379860	NM_001159638
chr2	105536079	105670330	NR_002867
chr2	105076537	105126510	NR_015462
chr2	105224341	105379860	NM_028747
chr2	106693458	106868360	NM_001143683
chr2	106695600	106868360	NM_029837
chr2	109677031	109727043	NM_001285419
chr2	109675896	109727043	NM_001048139
chr2	109674699	109727043	NM_007540
chr2	109092299	109278290	NM_029790
chr2	109280737	109341746	NM_139303
chr2	109675896	109727043	NM_001285416
chr2	109693562	109727043	NM_001048142
chr2	109692435	109727043	NM_001048141
chr2	109693026	109727043	NM_001285420
chr2	109675896	109727043	NM_001285418
chr2	109694408	109727043	NM_001285417
chr2	109917646	110014257	NM_172671
chr2	110360924	110362993	NM_026271
chr2	110597298	110649345	NM_001177624
chr2	110655200	110950244	NM_001128103
chr2	110597298	110649345	NM_001003915
chr2	111667436	111693319	NR_033534
chr2	112266313	112363163	NM_133649
chr2	112492963	112631253	NM_028844
chr2	112631381	113030331	NM_177652
chr2	112455024	112467436	NM_133749
chr2	112284687	112363163	NM_133648
chr2	112559681	112631253	NM_001165935
chr2	113327735	113716767	NM_001285458
chr2	113327735	113716767	NM_010230
chr2	114105161	114175339	NM_001290788
chr2	114101160	114175339	NM_009702
chr2	113441063	113716767	NM_001285459
chr2	114516417	114654928	NM_025675
chr2	115861263	116065058	NM_001136072
chr2	115861263	116065058	NM_001159567
chr2	115861263	116065058	NM_010825
chr2	115581715	115778768	NM_001145898
chr2	115581715	115778768	NM_207264
chr2	115861263	116065058	NM_001159568
chr2	115861263	116064621	NM_001159569
chr2	115861263	116064621	NM_001159570
chr2	117279992	117342877	NM_011246
chr2	117121070	117182277	NM_033524
chr2	118204887	118256966	NM_027759
chr2	118277097	118373419	NM_201367
chr2	117821927	117909136	NR_040631
chr2	117857290	118111202	NR_126479
chr2	119136997	119157034	NM_001033136
chr2	118598210	118641592	NM_009773
chr2	119373041	119477629	NM_026574
chr2	120316460	120353133	NM_147153
chr2	120166411	120245335	NM_177845
chr2	119897227	119969581	NM_013720
chr2	119797739	119818103	NM_001290800
chr2	119799513	119818103	NM_019392
chr2	119897227	119969581	NM_001164274
chr2	120316460	120353133	NM_178851
chr2	120403895	120460852	NM_172672
chr2	120316460	120353133	NR_027618
chr2	120732816	120850584	NM_080788
chr2	120716153	120731517	NM_026891
chr2	121194834	121271407	NM_001290830
chr2	121363726	121380940	NM_080459
chr2	121492680	121506656	NM_026220
chr2	121194834	121271407	NM_013735
chr2	120977061	121007842	NM_175285
chr2	120732816	120850418	NM_001024857
chr2	120732816	120850418	NM_001024856
chr2	121866969	121936207	NM_199038
chr2	122280436	122298165	NM_177610
chr2	121867704	121936207	NM_001205371
chr2	121866969	121936207	NM_001205369
chr2	121866969	121936207	NM_001205370
chr2	122120107	122186189	NM_026251
chr2	121866969	121936207	NM_177054
chr2	124123635	124129956	NR_040611
chr2	124610295	124667789	NM_199238
chr2	124610295	124667789	NM_172537
chr2	124089968	124667789	NM_001290997
chr2	124610295	124667789	NM_001291000
chr2	125563087	125625113	NM_001081091
chr2	125300593	125506438	NM_007993
chr2	125627446	125724148	NM_199022
chr2	125152599	125230001	NM_001079690
chr2	125152599	125230001	NM_183354
chr2	126320972	126491553	NM_001080944
chr2	125983482	126152004	NM_029455
chr2	126593659	126618678	NM_008230
chr2	126707327	126759314	NM_019729
chr2	126707327	126759314	NM_001252580
chr2	125866222	125984298	NM_001291002
chr2	125859108	125984298	NM_175154
chr2	127138768	127142590	NM_001163528
chr2	127526952	127541417	NM_138750
chr2	127270228	127298934	NM_139308
chr2	127138768	127143457	NM_001163527
chr2	127526952	127541417	NM_178047
chr2	127008710	127069814	NM_175550
chr2	128316299	128429351	NR_028590
chr2	128298662	128429351	NR_028589
chr2	128698996	128802188	NM_008587
chr2	128818302	128854261	NM_028248
chr2	129593168	129632228	NM_007547
chr2	129458358	129536602	NM_177653
chr2	129364579	129371120	NM_008361
chr2	129593168	129632228	NM_001291021
chr2	129592838	129632228	NM_001291020
chr2	129100995	129126595	NM_009086
chr2	129593168	129632228	NM_001177647
chr2	129593168	129632228	NM_001291019
chr2	129593168	129632228	NM_001291022
chr2	130450277	130554300	NM_008980
chr2	130707852	130840110	NM_029432
chr2	130906495	131030326	NM_009730
chr2	130450277	130554300	NM_001163688
chr2	130667840	130681614	NM_025922
chr2	130543790	130563749	NR_040348
chr2	131298487	131352892	NM_178607
chr2	131142468	131604824	NR_037281
chr2	131853677	131859747	NM_001166206
chr2	132370328	132385447	NM_144944
chr2	132249285	132253180	NM_011045
chr2	132904178	132946036	NM_198029
chr2	132598195	132650604	NR_033469
chr2	132598195	132653064	NR_033468
chr2	132490727	132524057	NR_028286
chr2	133552158	133562896	NM_007553
chr2	134594501	134644121	NM_029148
chr2	135741829	136013068	NM_013829
chr2	136899350	137069778	NM_001038641
chr2	136891217	137069649	NM_028201
chr2	137081450	137116520	NM_013822
chr2	136892262	137068393	NM_028834
chr2	138278492	138287422	NM_145534
chr2	138256583	138287422	NM_001025431
chr2	139833478	140066805	NM_175225
chr2	139493919	139637674	NM_175467
chr2	139678177	139758581	NM_001276489
chr2	139833478	140066805	NM_001159641
chr2	139833478	140066805	NM_001159640
chr2	140229857	140389710	NM_001033296
chr2	139833478	140066805	NR_110350
chr2	139833478	140066805	NR_110352
chr2	139833478	140066805	NR_110351
chr2	139976218	140066805	NM_001289611
chr2	142618344	142901464	NM_001081133
chr2	144305175	144331362	NM_152947
chr2	144033101	144073977	NM_207275
chr2	144564898	144590753	NM_001281816
chr2	144556228	144590753	NM_001252543
chr2	144556228	144590753	NM_019787
chr2	143747582	143789186	NR_040625
chr2	144556228	144590753	NM_001252545
chr2	144556228	144590753	NM_001252544
chr2	144033101	144073979	NM_001044750
chr2	144305175	144332080	NM_026924
chr2	144173149	144189290	NM_001033778
chr2	143915330	143943324	NM_019771
chr2	145242610	145641939	NM_053195
chr2	146241298	146512004	NM_001033348
chr2	145786115	145887616	NM_028724
chr2	147184082	147331681	NR_030769
chr2	147013059	147077997	NM_011917
chr2	146855888	146970089	NM_001033298
chr2	150583080	150608523	NM_027977
chr2	150310936	150362765	NM_027017
chr2	150832514	150904731	NM_024465
chr2	151911331	151944654	NM_009641
chr2	151645403	151668533	NM_001276400
chr2	152780663	152830717	NM_001289716
chr2	152669460	152708668	NM_001159551
chr2	152293871	152312590	NM_024196
chr2	152669460	152708668	NM_010376
chr2	152780663	152831728	NM_009743
chr2	152758731	152830717	NM_001289739
chr2	152780663	152830717	NM_001289717
chr2	152415586	152444330	NM_001289738
chr2	152415586	152444330	NM_177656
chr2	152415586	152444330	NR_110367
chr2	152415586	152444330	NR_110368
chr2	153875044	153895270	NM_025631
chr2	153222369	153225441	NM_198617
chr2	153407460	153529971	NM_001134300
chr2	153346138	153404007	NM_001039939
chr2	154008275	154016073	NM_008953
chr2	153741286	153773314	NM_007896
chr2	154436483	154539356	NM_001285446
chr2	154436483	154539356	NM_009823
chr2	154376313	154408084	NM_009228
chr2	154791109	154867261	NM_001139513
chr2	154657025	154694783	NM_029362
chr2	154791109	154867261	NM_023130
chr2	154791109	154867261	NM_001139512
chr2	154791109	154867261	NM_001139511
chr2	154436483	154539356	NM_172860
chr2	155956557	155998900	NM_008383
chr2	156094881	156111965	NM_029397
chr2	156094881	156111965	NM_170598
chr2	155563180	155592810	NM_001291111
chr2	155956557	155998900	NM_001129999
chr2	155956557	155998900	NM_177217
chr2	155701672	155729475	NM_145537
chr2	155956557	155998900	NM_001130000
chr2	155278251	155357424	NM_001004721
chr2	156071840	156111965	NM_170588
chr2	156071840	156111965	NM_170590
chr2	155563180	155592810	NM_008180
chr2	156312472	156375638	NM_027585
chr2	157145893	157204534	NM_011249
chr2	156720964	156764363	NM_001042488
chr2	156420908	156543214	NM_001291121
chr2	156721278	156764363	NM_001042487
chr2	156613696	156764363	NM_001277187
chr2	156613696	156764363	NM_001277186
chr2	156420908	156543214	NM_001291120
chr2	157010441	157079265	NM_001164663
chr2	156613696	156764363	NM_146128
chr2	156420908	156543214	NM_013510
chr2	156420908	156543214	NM_001291123
chr2	156475533	156543214	NM_001006664
chr2	156420908	156543214	NM_001291122
chr2	157737400	157891903	NM_025680
chr2	158182532	158229224	NM_001131021
chr2	157914652	157944719	NM_198627
chr2	158195747	158229224	NM_177657
chr2	158028496	158078207	NM_001291134
chr2	158028496	158078207	NM_001291135
chr2	158028496	158078207	NM_001291136
chr2	158028496	158078207	NM_027434
chr2	158070363	158091797	NR_040609
chr2	158409852	158499253	NM_001291138
chr2	158409852	158499253	NM_001291137
chr2	158595471	158610723	NR_040359
chr2	158667134	158766334	NM_001159662
chr2	158666732	158766334	NM_153089
chr2	160016652	160040620	NR_040499
chr2	160946977	161109086	NM_173368
chr2	160645896	160722763	NM_009408
chr2	160770446	160872990	NM_177263
chr2	160946977	161109086	NR_126509
chr2	163225453	163323102	NM_001098799
chr2	163438466	163455324	NM_144891
chr2	163658385	163726158	NM_001164055
chr2	163658457	163726158	NM_001164053
chr2	163658385	163726158	NM_001277096
chr2	163658385	163726158	NM_001039390
chr2	163694036	163726158	NM_011106
chr2	164074177	164155521	NM_021420
chr2	163658385	163726158	NM_001039391
chr2	165276521	165287787	NM_001252573
chr2	165276521	165287838	NM_001252575
chr2	165405294	165473197	NM_054055
chr2	164746014	164768219	NM_133763
chr2	164879367	164891437	NM_146129
chr2	165276521	165287787	NM_001252574
chr2	165276521	165287838	NM_144893
chr2	165000356	165034779	NM_144892
chr2	165111506	165234737	NM_174988
chr2	165276521	165287838	NR_045544
chr2	165784151	165884838	NM_027230
chr2	165784151	165878437	NM_001291158
chr2	165784151	165884838	NM_001252584
chr2	166566344	166713832	NM_177782
chr2	165992636	166073242	NM_008679
chr2	165784151	165858173	NM_001252585
chr2	165784151	165882278	NM_001281926
chr2	167095968	167188818	NM_008420
chr2	166805580	166898051	NM_001085495
chr2	166947548	166996299	NM_001109905
chr2	166947548	166996299	NM_001109906
chr2	167492644	167516166	NM_030743
chr2	166947548	166996299	NM_011490
chr2	166947548	166996299	NM_001291160
chr2	168634437	168741800	NM_015731
chr2	168518198	168590365	NR_111898
chr2	168518198	168601657	NM_001037178
chr2	168518198	168601657	NM_001291172
chr2	168476409	168601657	NM_001291173
chr2	168476409	168601657	NM_001291170
chr2	168476409	168601657	NM_001291171
chr2	168476409	168601657	NM_001291174
chr2	168518198	168590365	NM_001037177
chr2	168518198	168590365	NM_001291179
chr2	168518198	168601657	NR_111897
chr2	168476409	168590365	NM_001136073
chr2	168476409	168590365	NM_001291175
chr2	168476409	168590365	NM_001291176
chr2	168476409	168590365	NM_001291177
chr2	168476409	168590365	NM_001291178
chr2	168476409	168590365	NM_010899
chr2	168476409	168601657	NM_001291168
chr2	168476409	168601657	NM_001291169
chr2	168634437	168742136	NM_001289446
chr2	168634437	168734339	NM_001289445
chr2	168925360	168955587	NM_009564
chr2	170731806	170879775	NM_001163686
chr2	170731806	170879775	NM_029761
chr2	170108642	170142675	NM_001159683
chr2	170346990	170427845	NM_001164369
chr2	170346990	170427845	NM_029815
