Chrom	Start	End	Group
chr19	377074	377631	chr5
chr19	398572	398748	chr10
chr19	399678	399790	chr12
chr19	399791	399984	chr12
chr19	399985	400086	chr6
chr19	400132	400144	chr12
chr19	400145	400829	chr12
chr19	400878	400972	chr6
chr19	401294	401637	chr10
chr19	403792	404097	chr10
chr19	404414	404867	chr4
chr19	404868	405059	chr4
chr19	405286	406416	chr10
chr19	406499	406579	chr10
chr19	406632	409296	chr10
chr19	412104	412429	chr10
chr19	413425	414214	chr10
chr19	416756	416947	chr10
chr19	417010	418130	chr10
chr19	418845	419124	chr10
chr19	420529	420575	chr10
chr19	422138	422466	chr10
chr19	425088	425297	chr10
chr19	427450	428011	chr14
chr19	430676	430798	chr10
chr19	434700	434877	chr10
chr19	436118	436798	chr10
chr19	438704	439058	chr10
chr19	440852	440945	chr10
chr19	457478	457733	chr10
chr19	457928	458873	chr12
chr19	459229	459679	chr3
chr19	460200	461519	chr10
chr19	463320	464807	chr10
chr19	464970	466425	chr10
chr19	467481	467875	chr10
chr19	469033	469217	chr10
chr19	472341	473082	chr10
chr19	473698	474118	chr10
chr19	474138	475866	chr10
chr19	477969	478053	chr10
chr19	480416	480682	chr8
chr19	480683	481057	chr8
chr19	481063	481506	chr8
chr19	481507	481669	chr8
chr19	493446	494130	chr10
chr19	494283	494593	chr10
chr19	495729	495848	chr10
chr19	496149	496632	chr10
chr19	496633	497410	chr6
chr19	497715	498861	chr10
chr19	499394	499574	chr8
chr19	501337	501911	chr10
chr19	502017	502162	chr4
chr19	504772	504887	chr10
chr19	506983	508021	chr10
chr19	517255	518048	chr7
chr19	518824	519427	chr10
chr19	523159	523674	chr15
chr19	531171	533047	chr10
chr19	533671	533719	chr10
chr19	534014	534052	chr10
chr19	535801	536345	chr10
chr19	537005	537155	chr10
chr19	539995	540221	chr5
chr19	540411	540674	chr5
chr19	541306	541727	chr10
chr19	543922	544195	chr10
chr19	547146	547564	chr10
chr19	547775	548184	chr10
chr19	548265	549814	chr10
chr19	556002	556078	chr10
chr19	563936	565592	chr15
chr19	572345	572733	chr10
chr19	577618	578435	chr10
chr19	579482	579662	chr10
chr19	580374	580840	chr10
chr19	581291	581601	chr10
chr19	581826	581879	chr10
chr19	582234	582598	chr10
chr19	588299	588658	chr10
chr19	588796	589816	chr10
chr19	589859	591610	chr10
chr19	591667	591733	chr10
chr19	591926	591991	chr10
chr19	596927	597565	chr10
chr19	597566	597903	chr5
chr19	602614	603136	chr10
chr19	603262	604806	chr10
chr19	604885	605247	chr10
chr19	607316	608402	chr10
chr19	609065	609390	chr10
chr19	609430	609912	chr10
chr19	610169	610411	chr10
chr19	613193	614113	chr10
chr19	615592	618793	chr10
chr19	618807	618865	chr9
chr19	618866	618881	chr10
chr19	618882	618954	chr9
chr19	618955	622414	chr10
chr19	622576	623066	chr10
chr19	623327	623446	chr13
chr19	623447	623654	chr10
chr19	624711	625278	chr10
chr19	629535	630196	chr10
chr19	632561	632955	chr10
chr19	633421	633693	chr10
chr19	635388	635800	chr10
chr19	638312	638411	chr10
chr19	638449	639281	chr10
chr19	639414	641118	chr10
chr19	641975	642156	chr10
chr19	642205	642759	chr4
chr19	643181	643662	chr10
chr19	643696	643974	chr10
chr19	647501	648349	chr10
chr19	648359	648657	chr10
chr19	648779	649055	chr10
chr19	649346	649772	chr10
chr19	650190	650350	chr10
chr19	651575	652319	chr10
chr19	652819	652904	chr10
chr19	661001	661337	chr10
chr19	662739	663400	chr10
chr19	663961	664052	chr10
chr19	665021	665073	chr10
chr19	674368	674604	chr10
chr19	676055	677680	chr10
chr19	677772	677990	chr10
chr19	678825	679310	chr10
chr19	680252	680733	chr10
chr19	680810	681904	chr10
chr19	682718	683074	chr10
chr19	683174	683378	chr10
chr19	685656	685950	chr10
chr19	686666	687260	chr10
chr19	689891	690161	chr5
chr19	690170	690235	chr8
chr19	690248	691668	chr6
chr19	691852	692009	chr10
chr19	694810	695100	chr10
chr19	695293	695575	chr10
chr19	699418	699505	chr10
chr19	707276	707853	chr10
chr19	708052	708547	chr10
chr19	708759	710713	chr10
chr19	715467	715681	chr10
chr19	718724	718958	chr10
chr19	718992	719415	chr10
chr19	720164	720350	chr10
chr19	722880	723348	chr10
chr19	725769	726451	chr10
chr19	726931	727140	chr10
chr19	727356	727699	chr10
chr19	728043	728399	chr10
chr19	730386	730617	chr10
chr19	730852	731281	chr10
chr19	733138	733268	chr10
chr19	734139	734273	chr10
chr19	734883	736448	chr10
chr19	740039	740497	chr10
chr19	741249	741434	chr10
chr19	741435	741649	chr11
chr19	743290	743807	chr10
chr19	746259	748677	chr10
chr19	750369	752148	chr10
chr19	755125	755545	chr10
chr19	756833	759009	chr10
chr19	759726	760539	chr10
chr19	760795	760897	chr10
chr19	761404	761965	chr10
chr19	762027	762090	chr10
chr19	763291	763667	chr10
chr19	764277	764393	chr10
chr19	765230	765446	chr17
chr19	775090	775302	chr10
chr19	778493	778616	chr10
chr19	778767	779108	chr10
chr19	782617	782952	chr10
chr19	783244	783524	chr10
chr19	788893	789014	chr10
chr19	793182	793434	chr10
chr19	793490	794110	chr10
chr19	794983	795490	chr10
chr19	796666	798446	chr10
chr19	798634	799040	chr10
chr19	799154	799463	chr10
chr19	803546	803641	chr10
chr19	804021	808826	chr10
chr19	810497	811590	chr10
chr19	811652	812311	chr10
chr19	812512	814100	chr10
chr19	814212	815497	chr10
chr19	815645	815954	chr10
chr19	821066	821800	chr10
chr19	821905	823298	chr10
chr19	828204	828385	chr10
chr19	828400	829081	chrX
chr19	829082	829408	chrX
chr19	829532	829711	chr10
chr19	830676	830965	chr10
chr19	831660	831841	chr10
chr19	840779	841268	chr10
chr19	841378	841676	chr15
chr19	843415	844166	chr10
chr19	846108	846409	chr10
chr19	847687	848727	chr10
chr19	850090	850786	chr10
chr19	852035	852459	chr10
chr19	852503	853646	chr10
chr19	855501	856309	chr10
chr19	859178	859958	chr10
chr19	860573	861125	chr10
chr19	861603	861961	chr10
chr19	862246	862334	chr10
chr19	863047	863229	chr10
chr19	863230	863624	chr7
chr19	867421	867599	chr10
chr19	868355	868974	chr10
chr19	870932	871300	chr10
chr19	871834	872121	chr10
chr19	872839	873337	chrX
chr19	873344	873599	chr10
chr19	875238	875471	chr10
chr19	876627	876951	chr9
chr19	876952	877184	chr10
chr19	879910	880155	chr10
chr19	881300	881913	chr10
chr19	883904	884070	chr10
chr19	884801	886287	chr10
chr19	889245	890644	chr10
chr19	890766	891170	chr10
chr19	892727	893595	chr10
chr19	896437	897228	chr10
chr19	897294	897615	chr10
chr19	898815	900185	chr10
chr19	900712	900983	chr10
chr19	901378	902244	chr10
chr19	907585	907838	chr10
chr19	912663	913548	chr10
chr19	915599	915634	chr10
chr19	917253	918827	chr10
chr19	918949	919645	chr10
chr19	919738	920238	chr10
chr19	920284	920756	chr10
chr19	921764	922121	chr10
chr19	925355	926508	chr10
chr19	926689	927168	chr10
chr19	927169	928499	chr10
chr19	928806	929954	chr10
chr19	932306	933119	chr10
chr19	933234	933562	chr10
chr19	934953	935325	chr10
chr19	940033	940165	chr10
chr19	940573	942657	chr10
chr19	947320	948022	chr10
chr19	949998	950590	chr13
chr19	952410	952998	chr10
chr19	955190	955438	chr10
chr19	956118	956414	chr10
chr19	956456	957101	chr10
chr19	959940	960169	chr10
chr19	961056	961545	chr10
chr19	961981	962458	chr10
chr19	963869	964440	chr10
chr19	964829	965404	chr10
chr19	966426	966917	chr10
chr19	968391	968548	chr10
chr19	971860	972805	chr10
chr19	974226	974555	chr10
chr19	975107	975965	chr10
chr19	979253	979535	chr10
chr19	980502	980541	chr10
chr19	980563	980770	chr10
chr19	983584	983735	chr10
chr19	984237	984643	chr10
chr19	985854	985986	chr10
chr19	986947	986978	chr10
chr19	989730	990679	chr10
chr19	990745	991373	chr10
chr19	991944	992135	chr10
chr19	994009	994347	chr10
chr19	995436	995541	chr10
chr19	998694	999539	chr10
chr19	999562	999636	chr10
chr19	1000246	1000932	chr10
chr19	1003067	1003773	chr10
chr19	1004515	1005578	chr10
chr19	1007606	1008518	chr10
chr19	1008568	1009730	chr10
chr19	1009909	1012215	chr10
chr19	1012313	1012603	chr10
chr19	1013229	1013407	chr10
chr19	1014175	1014502	chr10
chr19	1020134	1021228	chr10
chr19	1026063	1026229	chr10
chr19	1026289	1027193	chr10
chr19	1028120	1028826	chr10
chr19	1030970	1031198	chr10
chr19	1032252	1032750	chr10
chr19	1036114	1036885	chr10
chr19	1037048	1037144	chr10
chr19	1037544	1038172	chr10
chr19	1038188	1038308	chr10
chr19	1038323	1038499	chr19
chr19	1039926	1040712	chr10
chr19	1040745	1042339	chr10
chr19	1042600	1042915	chr10
chr19	1042992	1043552	chr10
chr19	1043714	1043890	chr10
chr19	1044551	1044758	chr10
chr19	1044858	1045362	chr10
chr19	1046222	1047680	chr10
chr19	1047813	1047904	chr10
chr19	1048879	1049065	chr10
chr19	1049102	1049454	chr10
chr19	1049455	1050067	chr6
chr19	1050882	1051441	chr10
chr19	1051445	1051586	chr10
chr19	1051739	1052327	chr10
chr19	1053175	1055357	chr10
chr19	1055862	1056593	chr10
chr19	1056726	1059094	chr10
chr19	1061773	1062332	chr10
chr19	1062871	1063141	chr4
chr19	1063492	1066191	chr10
chr19	1067166	1067531	chr10
chr19	1067571	1068842	chr10
chr19	1069266	1069797	chr10
chr19	1071046	1071656	chr10
chr19	1073032	1074436	chr10
chr19	1074544	1074893	chr10
chr19	1076919	1077305	chr10
chr19	1077703	1078131	chr10
chr19	1079628	1079858	chr10
chr19	1079921	1080130	chr10
chr19	1080231	1081073	chr10
chr19	1081335	1081409	chr10
chr19	1081532	1083360	chr10
chr19	1084235	1084351	chr10
chr19	1085606	1086027	chr10
chr19	1089467	1090166	chr10
chr19	1090877	1090988	chr10
chr19	1091792	1091916	chr10
chr19	1093899	1094266	chr10
chr19	1095255	1095509	chr10
chr19	1101532	1101628	chr10
chr19	1103716	1105827	chr10
chr19	1106230	1109811	chr10
chr19	1110739	1110962	chr10
chr19	1110987	1113007	chr10
chr19	1113185	1113238	chr10
chr19	1113530	1113799	chr10
chr19	1114006	1114502	chr10
chr19	1115955	1116254	chr10
chr19	1116775	1116929	chr10
chr19	1117255	1117517	chr10
chr19	1118051	1118393	chr10
chr19	1118706	1118969	chr10
chr19	1119006	1119246	chr10
chr19	1119350	1119843	chr10
chr19	1119901	1120075	chr10
chr19	1121999	1124053	chr10
chr19	1126188	1126411	chr10
chr19	1126754	1126872	chr10
chr19	1127582	1127777	chr10
chr19	1131855	1132582	chr10
chr19	1133066	1133146	chr10
chr19	1140270	1140516	chr10
chr19	1140987	1141139	chr6
chr19	1141187	1141216	chr6
chr19	1142354	1142432	chr10
chr19	1147269	1147442	chr10
chr19	1148556	1149084	chr17
chr19	1149363	1149494	chr10
chr19	1154148	1155346	chr10
chr19	1158870	1159108	chr2
chr19	1159115	1159294	chr10
chr19	1163382	1163522	chr10
chr19	1168922	1169031	chr10
chr19	1172809	1173092	chr10
chr19	1173464	1174346	chr10
chr19	1174549	1174586	chr10
chr19	1177614	1178003	chr10
chr19	1180221	1180872	chr10
chr19	1181630	1182300	chr10
chr19	1202810	1202935	chrX
chr19	1202936	1203116	chr18
chr19	1203137	1203155	chr18
chr19	1203156	1203965	chr4
chr19	1203992	1204002	chr4
chr19	1204003	1204122	chr7
chr19	1204123	1204267	chr4
chr19	1204268	1204426	chr4
chr19	1205233	1206448	chr10
chr19	1206645	1207306	chr10
chr19	1207972	1208203	chr10
chr19	1210260	1210408	chr10
chr19	1218406	1219006	chr10
chr19	1219186	1219433	chr10
chr19	1220370	1221351	chr10
chr19	1221946	1222012	chr10
chr19	1222930	1223899	chr10
chr19	1226286	1226668	chr10
chr19	1227959	1230240	chr10
chr19	1230475	1231279	chr10
chr19	1233421	1233925	chr10
chr19	1234109	1234747	chr10
chr19	1234870	1236994	chr10
chr19	1237086	1238194	chr10
chr19	1240199	1240467	chr10
chr19	1241211	1241999	chr10
chr19	1242436	1242625	chr10
chr19	1244083	1245849	chr10
chr19	1245991	1246180	chr10
chr19	1247452	1247795	chr10
chr19	1248016	1254491	chr10
chr19	1254537	1254597	chr10
chr19	1254872	1255121	chr10
chr19	1255412	1255993	chr10
chr19	1256959	1257859	chr10
chr19	1257998	1261702	chr10
chr19	1261748	1261954	chr10
chr19	1261980	1263185	chr10
chr19	1264439	1264696	chr10
chr19	1264820	1265306	chr10
chr19	1265352	1266876	chr10
chr19	1266979	1268085	chr10
chr19	1268620	1268747	chr10
chr19	1269040	1269870	chr10
chr19	1270873	1273762	chr10
chr19	1275517	1275839	chr10
chr19	1277176	1277301	chr10
chr19	1279722	1280314	chr10
chr19	1280608	1281022	chr10
chr19	1282681	1283839	chr10
chr19	1285724	1289749	chr10
chr19	1289901	1290015	chr10
chr19	1291995	1292456	chr10
chr19	1294105	1294481	chr10
chr19	1295521	1295866	chr10
chr19	1297121	1297556	chr10
chr19	1297568	1297703	chr10
chr19	1297961	1298714	chr10
chr19	1299817	1300161	chr10
chr19	1300298	1301446	chr10
chr19	1302368	1302869	chr10
chr19	1304744	1305100	chr10
chr19	1306975	1307104	chr1
chr19	1307387	1307388	chr1
chr19	1307389	1307742	chr6
chr19	1308223	1308259	chr10
chr19	1309323	1311163	chr10
chr19	1312443	1312662	chr10
chr19	1312725	1314234	chr10
chr19	1316378	1316450	chr10
chr19	1318983	1319357	chr10
chr19	1331573	1331911	chr10
chr19	1333773	1334120	chr10
chr19	1336134	1336527	chr10
chr19	1336625	1336805	chr10
chr19	1354734	1357512	chr10
chr19	1357760	1358472	chr10
chr19	1359816	1359979	chr10
chr19	1360095	1360905	chr10
chr19	1364445	1364594	chr10
chr19	1366301	1366383	chr10
chr19	1367092	1367227	chr10
chr19	1369259	1369727	chr10
chr19	1370627	1371083	chr10
chr19	1373055	1373741	chr10
chr19	1376500	1376648	chr10
chr19	1383354	1384003	chr10
chr19	1385885	1386150	chr10
chr19	1387793	1388591	chr10
chr19	1388777	1389157	chr10
chr19	1390868	1391172	chr10
chr19	1393017	1393353	chr10
chr19	1395381	1395495	chr10
chr19	1397305	1397560	chr10
chr19	1398910	1399268	chr10
chr19	1399496	1399984	chr10
chr19	1400334	1401558	chr10
chr19	1406896	1407842	chr10
chr19	1417440	1417545	chr10
chr19	1418177	1418750	chr10
chr19	1421130	1421265	chr10
chr19	1422332	1422472	chr10
chr19	1423198	1426625	chr10
chr19	1428150	1429047	chr10
chr19	1429433	1429501	chr10
chr19	1429613	1429794	chr10
chr19	1429942	1430368	chr10
chr19	1432397	1432742	chr10
chr19	1434621	1435737	chr10
chr19	1438268	1438899	chr10
chr19	1440009	1440500	chr10
chr19	1446178	1446630	chr10
chr19	1446631	1448246	chr10
chr19	1448928	1448973	chr10
chr19	1449473	1451389	chr10
chr19	1451584	1454192	chr10
chr19	1455145	1455516	chr10
chr19	1455894	1456450	chr10
chr19	1456814	1457251	chr10
chr19	1457912	1458117	chr10
chr19	1460062	1461178	chr10
chr19	1461932	1462209	chr10
chr19	1465145	1470815	chr10
chr19	1472411	1472680	chr10
chr19	1475006	1475298	chr10
chr19	1478427	1479316	chr10
chr19	1480830	1481478	chr10
chr19	1481519	1484208	chr10
chr19	1485148	1485236	chr10
chr19	1486777	1488738	chr10
chr19	1489474	1489512	chr10
chr19	1489754	1491438	chr10
chr19	1491610	1492015	chr10
chr19	1492886	1493557	chr10
chr19	1495219	1495621	chr10
chr19	1496282	1496536	chr10
chr19	1496549	1496706	chr10
chr19	1496928	1497017	chr10
chr19	1497038	1497954	chr10
chr19	1504243	1504295	chr10
chr19	1506004	1507737	chr10
chr19	1507796	1508636	chr10
chr19	1509687	1511132	chr10
chr19	1511544	1512366	chr10
chr19	1512850	1514753	chr10
chr19	1514867	1515312	chr10
chr19	1517948	1518363	chr10
chr19	1520408	1520644	chr10
chr19	1521645	1522115	chr10
chr19	1522201	1522278	chr10
chr19	1522742	1525421	chr10
chr19	1525445	1525734	chr10
chr19	1526222	1526638	chr10
chr19	1526639	1526661	chr10
chr19	1526662	1528434	chr10
chr19	1528435	1528779	chr3
chr19	1528780	1529839	chr10
chr19	1531699	1531958	chr10
chr19	1533678	1534310	chr10
chr19	1534592	1534668	chr10
chr19	1534816	1535478	chr10
chr19	1541284	1541439	chr10
chr19	1541519	1542128	chr10
chr19	1546339	1546385	chr10
chr19	1551986	1552432	chr10
chr19	1554617	1556943	chr10
chr19	1566213	1568838	chr10
chr19	1578057	1578549	chr10
chr19	1581087	1581272	chr10
chr19	1582613	1582766	chr10
chr19	1584532	1585262	chr10
chr19	1591933	1591967	chr10
chr19	1592184	1592921	chr10
chr19	1599399	1599623	chr10
chr19	1605002	1605542	chr10
chr19	1606068	1606224	chr10
chr19	1610928	1611954	chr10
chr19	1612006	1612598	chr10
chr19	1612599	1613195	chr16
chr19	1615068	1615847	chr10
chr19	1619061	1619503	chr10
chr19	1619765	1619895	chr10
chr19	1620959	1621421	chr10
chr19	1621740	1622457	chr10
chr19	1623701	1624247	chr10
chr19	1625534	1625718	chr10
chr19	1627355	1627485	chr10
chr19	1632024	1634325	chr10
chr19	1642101	1642370	chr15
chr19	1646348	1646523	chr10
chr19	1648387	1649077	chr10
chr19	1650072	1651182	chr10
chr19	1651221	1651974	chr10
chr19	1652194	1653233	chr10
chr19	1654524	1654801	chr10
chr19	1655396	1655917	chr10
chr19	1657857	1658275	chr10
chr19	1665613	1665716	chr10
chr19	1665936	1666385	chr10
chr19	1667667	1668156	chr10
chr19	1674158	1674908	chr10
chr19	1675232	1675833	chr10
chr19	1675898	1676195	chr10
chr19	1681035	1681326	chr10
chr19	1685093	1685334	chr10
chr19	1691613	1691717	chr10
chr19	1698618	1699530	chr10
chr19	1700101	1700155	chr4
chr19	1710649	1710754	chr10
chr19	1715062	1715754	chr10
chr19	1718034	1719124	chr10
chr19	1725663	1726079	chr10
chr19	1728562	1728905	chr10
chr19	1728906	1729188	chr18
chr19	1729942	1730364	chr10
chr19	1734052	1734546	chr10
chr19	1734613	1734740	chr10
chr19	1735831	1735902	chr10
chr19	1736459	1736949	chr10
chr19	1737036	1737317	chr10
chr19	1747527	1748768	chr10
chr19	1748810	1750110	chr10
chr19	1750218	1751672	chr10
chr19	1751777	1752109	chr10
chr19	1752330	1752759	chr10
chr19	1752818	1756151	chr10
chr19	1757576	1757946	chr10
chr19	1758059	1758975	chr10
chr19	1760776	1760874	chr10
chr19	1761365	1761888	chr10
chr19	1763983	1764156	chr10
chr19	1764413	1764599	chr10
chr19	1764725	1764992	chr10
chr19	1766967	1767671	chr10
chr19	1770442	1770608	chr10
chr19	1774774	1775469	chr10
chr19	1775595	1777382	chr10
chr19	1778858	1779830	chr10
chr19	1780833	1780973	chr10
chr19	1780974	1781246	chr10
chr19	1781669	1782682	chr10
chr19	1782791	1783297	chr10
chr19	1784803	1785318	chr10
chr19	1785411	1785710	chr10
chr19	1787060	1787206	chr10
chr19	1788891	1790025	chr10
chr19	1790648	1790748	chr18
chr19	1790749	1791158	chr10
chr19	1791737	1792138	chr10
chr19	1794247	1794884	chr10
chr19	1795840	1797095	chr10
chr19	1799856	1800497	chr10
chr19	1801944	1802276	chr10
chr19	1802335	1802988	chr10
chr19	1805366	1805532	chr10
chr19	1805533	1806526	chr10
chr19	1806572	1806805	chr10
chr19	1807076	1807419	chr10
chr19	1807658	1807914	chr10
chr19	1808029	1809485	chr10
chr19	1809571	1809869	chr10
chr19	1810618	1810792	chr10
chr19	1811332	1811793	chr10
chr19	1811920	1812516	chr10
chr19	1815152	1816985	chr10
chr19	1817170	1817783	chr10
chr19	1818473	1818874	chr10
chr19	1818913	1820433	chr10
chr19	1821513	1822105	chr10
chr19	1823307	1823878	chr10
chr19	1825830	1828653	chr10
chr19	1833993	1834080	chr10
chr19	1847688	1848863	chr10
chr19	1851741	1854810	chr10
chr19	1854811	1854892	chr19
chr19	1855002	1855203	chr10
chr19	1855410	1855768	chr10
chr19	1855867	1857586	chr10
chr19	1858871	1859659	chr10
chr19	1859918	1860289	chr10
chr19	1862177	1865100	chr10
chr19	1874687	1874740	chr7
chr19	1876923	1877712	chr10
chr19	1878126	1878248	chr10
chr19	1879898	1880899	chr10
chr19	1881162	1882758	chr10
chr19	1882828	1885638	chr10
chr19	1905233	1905800	chr10
chr19	1907949	1908225	chr10
chr19	1911988	1913229	chr10
chr19	1917667	1918453	chr10
chr19	1918858	1918996	chr10
chr19	1922960	1923205	chr10
chr19	1923616	1924038	chr9
chr19	1924040	1924518	chr10
chr19	1925812	1926007	chr10
chr19	1935207	1935421	chr10
chr19	1935536	1935626	chr10
chr19	1935660	1936169	chr10
chr19	1940724	1941070	chr10
chr19	1941071	1944173	chr10
chr19	1958419	1958905	chr1
chr19	1959438	1959951	chr6
chr19	1967645	1968257	chr1
chr19	1968926	1969967	chr10
chr19	1978246	1979652	chr10
chr19	1979653	1980039	chr10
chr19	1980105	1981368	chr10
chr19	1985443	1987705	chr10
chr19	1989996	1990374	chr10
chr19	1990712	1990832	chr10
chr19	1992683	1992894	chr7
chr19	1992937	1993396	chr10
chr19	1997293	1997669	chr10
chr19	2014406	2016179	chr10
chr19	2030655	2030735	chr5
chr19	2030852	2031033	chr3
chr19	2031671	2031728	chr3
chr19	2037467	2040187	chr10
chr19	2040904	2041550	chr10
chr19	2041788	2043611	chr10
chr19	2044115	2044546	chr10
chr19	2046061	2046723	chr10
chr19	2046756	2046947	chr10
chr19	2047068	2050230	chr10
chr19	2050353	2051501	chr10
chr19	2055920	2055983	chr10
chr19	2056170	2056598	chr10
chr19	2065072	2065453	chr10
chr19	2073376	2073449	chr10
chr19	2076269	2076486	chr10
chr19	2076568	2077037	chr10
chr19	2078126	2078585	chr10
chr19	2085275	2085518	chr10
chr19	2092952	2093104	chr10
chr19	2096236	2096695	chr10
chr19	2096733	2097838	chr10
chr19	2097890	2099601	chr10
chr19	2100843	2101542	chr10
chr19	2101561	2102270	chr10
chr19	2108648	2109399	chr10
chr19	2109552	2110960	chr10
chr19	2111107	2112562	chr10
chr19	2112689	2112990	chr10
chr19	2113074	2113446	chr10
chr19	2114086	2114344	chr10
chr19	2114649	2114841	chr10
chr19	2114960	2115627	chr10
chr19	2116179	2116311	chr10
chr19	2116594	2116934	chr10
chr19	2117172	2117890	chr10
chr19	2118227	2118408	chr10
chr19	2118566	2118843	chr10
chr19	2120839	2121888	chr10
chr19	2123330	2123452	chr10
chr19	2123770	2123941	chr10
chr19	2124082	2124360	chr10
chr19	2127147	2127214	chr10
chr19	2129088	2129484	chr10
chr19	2130401	2130545	chr10
chr19	2132463	2132606	chr10
chr19	2137006	2137146	chr10
chr19	2137711	2137989	chr10
chr19	2138470	2138716	chr10
chr19	2150357	2151965	chr10
chr19	2156021	2156340	chr10
chr19	2156445	2156549	chr10
chr19	2163654	2164272	chr10
chr19	2167209	2167374	chr10
chr19	2167454	2167623	chr10
chr19	2168949	2169356	chr10
chr19	2180648	2180764	chr10
chr19	2185842	2185937	chr10
chr19	2186396	2186480	chr10
chr19	2189712	2189812	chr10
chr19	2191004	2191259	chr10
chr19	2193665	2194643	chr10
chr19	2199794	2199979	chr10
chr19	2200626	2201440	chr2
chr19	2202570	2202790	chr10
chr19	2206675	2207686	chr10
chr19	2208894	2208995	chr10
chr19	2210355	2210968	chr10
chr19	2211072	2211465	chr10
chr19	2211651	2211845	chr10
chr19	2213477	2213643	chr10
chr19	2213753	2214601	chr10
chr19	2216241	2217941	chr10
chr19	2219992	2220226	chr10
chr19	2221868	2222600	chr10
chr19	2223247	2223534	chr10
chr19	2225366	2225458	chr10
chr19	2226145	2228594	chr10
chr19	2229769	2230781	chr10
chr19	2232974	2233410	chr10
chr19	2233750	2234300	chr10
chr19	2235756	2237097	chr10
chr19	2242622	2242784	chr10
chr19	2243322	2243549	chr10
chr19	2244514	2244630	chr10
chr19	2244679	2244789	chr10
chr19	2245300	2245564	chr10
chr19	2246745	2247040	chr10
chr19	2247573	2249009	chr10
chr19	2249130	2249881	chr10
chr19	2250251	2252152	chr10
chr19	2252183	2253089	chr10
chr19	2253593	2253859	chr10
chr19	2254144	2254362	chr10
chr19	2254435	2254496	chr10
chr19	2255202	2256156	chr10
chr19	2256205	2256560	chr10
chr19	2269258	2270172	chr10
chr19	2271285	2271351	chr14
chr19	2271352	2271959	chr10
chr19	2272732	2273603	chr10
chr19	2282321	2282449	chr10
chr19	2287091	2287650	chr10
chr19	2287731	2288182	chr10
chr19	2289138	2289284	chr10
chr19	2289553	2291867	chr10
chr19	2294773	2294963	chr10
chr19	2299015	2299268	chr10
chr19	2303584	2303619	chr10
chr19	2305716	2306551	chr10
chr19	2306662	2306805	chr10
chr19	2306964	2308669	chr10
chr19	2309860	2310443	chr10
chr19	2310585	2310792	chr10
chr19	2316800	2316996	chr10
chr19	2317374	2318311	chr10
chr19	2321679	2321852	chr10
chr19	2324002	2324235	chr10
chr19	2328382	2328529	chr10
